0xC4D061E7,CitHub_Camps
0xDF78B8C9,AlliCruiserA_Msk3
0xEEAE5821,AlliCruiserA_Norm
0x65FD4FF9,OculonA_Arm_Diff
0xC781C0AC,OculonA_Arm_Em
0xB0BC1A01,OculonA_Arm_Norm
0xA2605818,OculonA_Arm_Spec
0xBEB886AC,OculonA_Blade_Diff
0x727BA476,OculonA_Blade_Em
0xA9457CD4,OculonA_Blade_Norm
0x38D36405,OculonA_Blade_Spec
0x51E2D4E2,OculonA_Ring_Diff
0x6485A376,OculonA_Ring_Em
0xAC4E8103,OculonA_Ring_Norm
0x3AC7A339,OculonA_Ring_Spec
0x48E6063E,Clean_Diff
0x809C890B,end80_antenna_diff
0xFC2BF7AA,end80_antenna_norm
0x141560E2,END80_skystrip
0x9F058795,END80_skystripdots
0x2FCB15C9,CubemapFace0
0x5163E863,CubemapFace1
0x99848CC2,CubemapFace2
0x04C1C73B,CubemapFace3
0xFEF62343,CubemapFace4
0x9315FA3F,CubemapFace5
0x7485A4DD,CubemapFace0
0x178CA604,CubemapFace1
0xE7EE572B,CubemapFace2
0xBF1E4B1A,CubemapFace3
0x2522A8A3,CubemapFace4
0x15E91E9E,CubemapFace5
0xD5EEC29A,CubemapFace0
0x34FE1218,CubemapFace1
0x454B7918,CubemapFace2
0xDAF1F7B8,CubemapFace3
0xF4D6946E,CubemapFace4
0xA2B058D5,CubemapFace5
0x36810AF7,Panel_Multi_Diff
0x6BEB8540,Panel_Multi_Norm
0x0B2F974C,The_Device_01_Diff
0x43326351,The_Device_01_Emis
0xEEE879BE,The_Device_01_Norm
0xF935E41A,The_Device_05_Diff
0xFF3B5C2A,The_Device_05_Norm
0xE19313A0,Gth_Base_Drums_Diff
0x00EF0F4A,Gth_Base_Drums_Norm
0x0698DC63,Gth_Base_Floor01_Diff
0x8A8ABD58,Gth_Base_Floor01_Norm
0x72BA47D5,Gth_Base_Railings01_Diff
0x4269E104,Gth_Base_Railings01_Norm
0x99063B23,Gth_Panel01_Diff
0xAB139CE1,Gth_Panel01_Norm
0x5C72E79F,Gth_Panel_Trims01_Diff
0xDC0894E1,quarian_connect_diff_02
0x9DC3C8F3,quarian_connect_emissive_02
0xEE9B3D44,quarian_connect_normal_02
0xD091824A,fx_Distort_Twirly
0x32780282,vfx_lightning
0xCE236D77,AlliCruiserA_DiffAlliCruiserA_Norm
0xA70CC245,AlliCruiserA_Msk3AlliCruiserA_Norm
0xE9512179,AlliCruiserA_NormAlliCruiserA_Norm
0x4A471065,SovereignA_Body_VFX
0x25254CE3,Storm_Flashes
0x5DBBA618,Biotic_Fractal_Tile
0x5B52A602,DirectionalMaxComponent0
0x31BBAF72,DirectionalMaxComponent0
0xF951306E,DirectionalMaxComponent0
0xB1764F06,DirectionalMaxComponent0
0x634CA390,DirectionalMaxComponent0
0x3F100C0F,DirectionalMaxComponent0
0xABE6A182,DirectionalMaxComponent0
0x2C5CD582,DirectionalMaxComponent0
0xD0F297D5,DirectionalMaxComponent0
0x9FCAADB6,DirectionalMaxComponent0
0x44DE0687,DirectionalMaxComponent0
0x06552C40,DirectionalMaxComponent0
0xA901C111,DirectionalMaxComponent0
0x54B39955,DirectionalMaxComponent0
0xD9EBF04B,DirectionalMaxComponent0
0x82A33294,DirectionalMaxComponent0
0x3FD9C4AF,DirectionalMaxComponent1
0x9A978FF0,DirectionalMaxComponent1
0x627EBBBA,DirectionalMaxComponent1
0xDA7E7D7F,DirectionalMaxComponent1
0x300B53F9,DirectionalMaxComponent1
0x73D35942,DirectionalMaxComponent1
0xD99CF5F8,DirectionalMaxComponent1
0x393BE987,DirectionalMaxComponent1
0x5CD04E30,DirectionalMaxComponent1
0xBBAF3E2B,DirectionalMaxComponent1
0x898DD608,LightMapVector_Colour_0
0x6FB4307A,LightMapVector_Colour_0
0x58436143,LightMapVector_Colour_0
0x03D4C22B,LightMapVector_Colour_0
0x9024D197,LightMapVector_Colour_0
0x1526D2A2,LightMapVector_Colour_0
0x75CB4A76,LightMapVector_Colour_0
0xB884A72E,LightMapVector_Colour_0
0xC3628EB4,LightMapVector_Colour_0
0xC0A52129,LightMapVector_Colour_0
0xEDF0D8B0,LightMapVector_Colour_0
0x0B2344D8,LightMapVector_Dir_0
0x3FFF8BB9,LightMapVector_Dir_0
0xFAD0F742,LightMapVector_Dir_0
0x78161D2F,LightMapVector_Dir_0
0x35E53F20,LightMapVector_Dir_0
0x7FFC4929,LightMapVector_Dir_0
0xDD160F7B,LightMapVector_Dir_0
0x11728B67,LightMapVector_Dir_0
0x486AF09A,LightMapVector_Dir_0
0xB1F31361,LightMapVector_Dir_0
0x0C154CBE,LightMapVector_Dir_0
0x487C3631,NormalizedAverageColor0
0x4703B628,NormalizedAverageColor0
0xBDD5291E,NormalizedAverageColor0
0xE0EC50DE,NormalizedAverageColor0
0x0D551216,NormalizedAverageColor0
0x99812A02,NormalizedAverageColor0
0x9735C378,NormalizedAverageColor0
0xCAEFEA4F,NormalizedAverageColor0
0x1A87F654,NormalizedAverageColor0
0x1A312D0E,NormalizedAverageColor0
0x09710C63,NormalizedAverageColor0
0x8C7D9ECB,NormalizedAverageColor0
0x72AF6720,NormalizedAverageColor0
0xDEDAB162,NormalizedAverageColor0
0x48446EB7,NormalizedAverageColor0
0x2397C7A8,NormalizedAverageColor0
0x1267E711,NormalizedAverageColor1
0x3A7AFC96,NormalizedAverageColor1
0xEED8231D,NormalizedAverageColor1
0xD4770DEB,NormalizedAverageColor1
0x9AC483FE,NormalizedAverageColor1
0x9F04E6A2,NormalizedAverageColor1
0x88E1CF81,NormalizedAverageColor1
0x610F0749,NormalizedAverageColor1
0x4602D47F,NormalizedAverageColor1
0x5444D036,NormalizedAverageColor1
0xE6FB1445,ShadowMapTexture2D
0xD13CB0DD,ShadowMapTexture2D
0xE2FA54BD,ShadowMapTexture2D
0xA54A23AC,ShadowMapTexture2D
0x6383CBD0,ShadowMapTexture2D
0xA3104C98,ShadowMapTexture2D
0xADFA4CBF,ShadowMapTexture2D
0x4DC99136,ShadowMapTexture2D
0xB187EF35,ShadowMapTexture2D
0xC2915D72,ShadowMapTexture2D
0x7FD7C299,ShadowMapTexture2D
0x8CED6DD3,ShadowMapTexture2D
0x0F488284,ShadowMapTexture2D
0xD6E861BE,ShadowMapTexture2D
0x2090E8FB,ShadowMapTexture2D
0x2CBFA801,ShadowMapTexture2D
0x4B88E844,ShadowMapTexture2D
0xC08B4C79,ShadowMapTexture2D
0xB4647AA1,ShadowMapTexture2D
0xAD2571B4,ShadowMapTexture2D
0x2F8D10E0,ShadowMapTexture2D
0x2641973B,ShadowMapTexture2D
0x3DBD886A,ShadowMapTexture2D
0x2DDD7BB2,ShadowMapTexture2D
0xB38460D5,ShadowMapTexture2D
0xBF4C12D4,ShadowMapTexture2D
0xC8597E23,ShadowMapTexture2D
0x922E889B,ShadowMapTexture2D
0xC0810E22,ShadowMapTexture2D
0x9859A409,ShadowMapTexture2D
0xE6C17476,ShadowMapTexture2D
0x09A93724,ShadowMapTexture2D
0x5918C66F,End_Ex_Diff
0xB29F1E6C,End_Ex_Norm
0xD0EB7776,CubemapFace0
0xA16DBF40,CubemapFace1
0x637E9633,CubemapFace2
0x3138C01A,CubemapFace3
0x56E5ADDB,CubemapFace4
0x216EE31E,CubemapFace5
0x0BBD3624,Citadel_MainPanel
0x27C69C46,DirectionalMaxComponent0
0xA82BCFEA,DirectionalMaxComponent0
0x2FC2AD36,DirectionalMaxComponent1
0xEE6CCFB3,DirectionalMaxComponent1
0x5027CEEA,DirectionalMaxComponent1
0x998C1203,DirectionalMaxComponent1
0x776FFD97,DirectionalMaxComponent1
0xAA3ED8D1,DirectionalMaxComponent1
0x59AA5C4D,DirectionalMaxComponent1
0xDDFBF56B,DirectionalMaxComponent1
0xEA00E2D6,DirectionalMaxComponent1
0x4B24DA4B,DirectionalMaxComponent1
0x79723875,DirectionalMaxComponent1
0xBE665AD1,DirectionalMaxComponent1
0xB45C9389,DirectionalMaxComponent1
0xF6EA5114,DirectionalMaxComponent1
0x27DCC74A,DirectionalMaxComponent1
0xCE48F9BE,DirectionalMaxComponent1
0xE9FC7231,DirectionalMaxComponent1
0xED54A468,DirectionalMaxComponent1
0xF68C8BFE,DirectionalMaxComponent1
0xA7F81ED0,DirectionalMaxComponent1
0x9EFA75A0,DirectionalMaxComponent1
0xD216A3C4,NormalizedAverageColor0
0x61EEC052,NormalizedAverageColor0
0xE7E92E75,NormalizedAverageColor1
0x35850C03,NormalizedAverageColor1
0x18F76370,NormalizedAverageColor1
0x34644D92,NormalizedAverageColor1
0x130F5CE5,NormalizedAverageColor1
0x5BA1BD03,NormalizedAverageColor1
0x2725F936,NormalizedAverageColor1
0xF723CE99,NormalizedAverageColor1
0xB5D48906,NormalizedAverageColor1
0x472EA85C,NormalizedAverageColor1
0xD21861D3,NormalizedAverageColor1
0xBACA17E0,NormalizedAverageColor1
0x72A66753,NormalizedAverageColor1
0x51EF8207,NormalizedAverageColor1
0xA4E9D606,NormalizedAverageColor1
0x16553967,NormalizedAverageColor1
0x41755813,NormalizedAverageColor1
0x10C93EDB,NormalizedAverageColor1
0x9F7CD598,NormalizedAverageColor1
0x3B985B7B,NormalizedAverageColor1
0x680A1F33,NormalizedAverageColor1
0x39FDDB62,IvyB_DIFF
0x39791B14,IvyB_NORM
0x5D352730,IvyB_SPEC
0x82DB0B82,HullDoor_Diff
0xF31476AC,HullDoor_Norm
0xE7C09C0C,Nor2Door02_Diff
0x229FF5B0,Nor2Door02_Norm
0xD24CA125,Nor2Door02_Top_Diff
0xBDDD01C7,Nor2Door02_Top_Msk3
0xC05E647C,Nor2Door02_Top_Norm
0x4E3A6FF5,Nor2HullDoor_Diff
0xC5D8110E,Nor2HullDoor_Norm
0x80C426B7,Beach_Leaf_Diff
0xB97E7E25,Beach_Leaf_Spec
0x84CD1066,Beach_Tree01_Diff
0x192C3759,Beach_Tree01_Norm
0x04006608,Bio_HangingMoss_Diff
0x92BAFF4F,Hills
0x5C4D7EAB,Leaves_Emiss
0xA7675BA6,LeavesHiRes_Diff
0xE1CEFC73,LeavesHiRes_Norm
0x8F248582,MATTE_WF_Diff
0x26E28935,MATTE_WF_Msk01
0x2BA80F03,MATTE_WF_Norm02
0x3CB46841,MATTE_WF_NormDx
0xDEC081B5,Moon
0xA3762F60,Mud_Diff
0x9DE49721,Mud_Norm
0x5766DCEF,NR2b_Diff
0x973B100A,Pres_GardenMoss_Diff
0x95BBCB92,Pres_GardenMoss_Norm
0x2A62D7D3,Pres_GardenMossSolid_Diff
0xD8140F6C,VistaB
0x14C40B98,VistaLeaf_Norm
0xCDA5C2AC,Rock_B_DIFF
0x37D3081C,Rock_B_NRM
0x0CE9D093,RockFlat_A_DIFF
0x17F8E2BD,RockFlat_A_NRM
0xDD0379CF,cliff
0x46917ADD,Bug_offset
0x5C551E35,DragonFly_Body
0x710E8260,DirectionalMaxComponent0
0x2DDAA5D9,DirectionalMaxComponent1
0x883E4A1B,DirectionalMaxComponent1
0xE020AB1D,LightMapVector_Colour_0
0xD9A04D42,LightMapVector_Dir_0
0x1525E873,NormalizedAverageColor0
0x6AB925E0,NormalizedAverageColor1
0x54980734,NormalizedAverageColor1
0xC31D6716,HMF_ARM_EDIa_Diff
0x4FD546B3,HMF_ARM_EDIa_EXT_NORM
0x192AA2FB,HMF_ARM_EDIa_SPEC
0x61EC51BF,HMF_HGRa_EDI_Emis
0x57CDBFE3,HMF_HED_PROEdi_Eye_Diff
0x0E59C288,HMF_HED_PROEdi_Eye_Mask
0xFCEA914E,HMF_HED_PROEdi_Eye_Norm
0x21FC4D63,HMF_HED_PROEdi_Eye_Spec
0xD554AF59,HMF_HED_PROEdi_Face_Diff
0xE30F31C1,HMF_HED_PROEdi_Face_Ext_Norm
0x99529A81,HMF_HED_PROEdi_Face_Spec
0x57DB8956,HMF_HED_PROEdi_Scalp_Diff
0x1E9F0086,HMF_HED_PROEdi_Scalp_Ext_Norm
0xAE7AC756,HMF_HED_PROEdi_Scalp_Spec
0x35D44B0C,Gamble_01
0x587F3ED5,LightMapVector_Colour_0
0xAD995EB9,LightMapVector_Dir_0
0x8767E1B8,Geth_Pod01_Outer_Diff
0x4D06AD41,Geth_Pod01_Outer_Msk3
0xE7060386,Geth_Pod01_Outer_Norm
0x07B0F257,Gth_Base_Framing_Diff
0xCDD15B29,Gth_Base_Framing_Norm
0x4E0270E3,DirectionalMaxComponent0
0xF9D8C4A9,DirectionalMaxComponent0
0x8037B992,DirectionalMaxComponent1
0x14DC7B8D,LightMapVector_Colour_0
0x546D7127,LightMapVector_Colour_0
0x17BBB006,LightMapVector_Colour_0
0x8F1A99B4,LightMapVector_Colour_0
0xAC965329,LightMapVector_Colour_0
0x770D913C,LightMapVector_Colour_0
0xC2A5F5AC,LightMapVector_Colour_0
0x8150AC62,LightMapVector_Dir_0
0xD48169E1,LightMapVector_Dir_0
0xF056B141,LightMapVector_Dir_0
0xD9EEEB7B,LightMapVector_Dir_0
0x65378416,LightMapVector_Dir_0
0x0821498C,LightMapVector_Dir_0
0x8F10C6AF,LightMapVector_Dir_0
0x642F29A3,NormalizedAverageColor0
0xE40C5F2E,NormalizedAverageColor1
0xF99856A3,ShadowMapTexture2D
0xFDF76C6F,Geth_Pod01_Frame_Diff
0xA67BEEA3,Geth_Pod01_Frame_Msk3
0x1C79CFD5,Geth_Pod01_Frame_Norm
0xA48CBB37,Detail_Sheet02b_Diff
0x03DFD4ED,Floor_Grate_Diff
0xF17654C8,Floor_Grate_Norm
0xF1592287,Geth_Panel_01_Norm
0x2CAC802C,Gth_cables_02_diff
0xEC1E141A,Gth_cables_02_norm
0xC704706A,Gth_floor_02_Diff
0x39ABF941,Gth_floor_02_Norm
0xCDA2837C,Gth_Walkway_MSK
0x2F866D8C,quarian_connect_diff_01
0x86C6DF39,quarian_connect_norm_01
0xF611FDD5,DirectionalMaxComponent0
0xDF5A3235,DirectionalMaxComponent0
0x4B88D6EB,LightMapVector_Colour_0
0x3AC95A61,LightMapVector_Colour_0
0xE682EDBF,LightMapVector_Colour_0
0xE00AD471,LightMapVector_Colour_0
0x10003F70,LightMapVector_Colour_0
0xAAA10429,LightMapVector_Colour_0
0x05968ECD,LightMapVector_Colour_0
0xD8070E75,LightMapVector_Colour_0
0x104A368D,LightMapVector_Dir_0
0x9E76777D,LightMapVector_Dir_0
0x5F9866A3,LightMapVector_Dir_0
0x1485FEC9,LightMapVector_Dir_0
0x2195D5F8,LightMapVector_Dir_0
0x235DDC84,LightMapVector_Dir_0
0x460EE9AD,LightMapVector_Dir_0
0xD95495EC,LightMapVector_Dir_0
0x99F0D94D,NormalizedAverageColor0
0x9C3480CE,NormalizedAverageColor0
0x84988803,ShadowMapTexture2D
0xCA11DFF1,Geth_Pod01_Inner_Diff
0xA50274D8,Geth_Pod01_Inner_Msk3
0xE0881648,Geth_Pod01_Inner_Norm
0x275C81FD,Leg_Glitch_Norm
0xE8509F02,DirectionalMaxComponent0
0x06C3A93B,LightMapVector_Colour_0
0xD3703C0A,LightMapVector_Colour_0
0xD60ECF50,LightMapVector_Colour_0
0x1482EF40,LightMapVector_Dir_0
0xEC5E6E15,LightMapVector_Dir_0
0xE58FBD2F,LightMapVector_Dir_0
0x58832346,NormalizedAverageColor0
0xE5705CB1,ShadowMapTexture2D
0x8A0C12B2,DirectionalMaxComponent0
0x398127E9,LightMapVector_Colour_0
0x070496F8,LightMapVector_Colour_0
0xA360D32C,LightMapVector_Colour_0
0x5395AB3D,LightMapVector_Colour_0
0xF55218C0,LightMapVector_Colour_0
0xC1DA0B1A,LightMapVector_Colour_0
0x8ADA26D4,LightMapVector_Dir_0
0xC5E099C6,LightMapVector_Dir_0
0x7251E3E5,LightMapVector_Dir_0
0xC1267AF5,LightMapVector_Dir_0
0x6D7027C2,LightMapVector_Dir_0
0x72FD1F3B,LightMapVector_Dir_0
0xA4E0922A,NormalizedAverageColor0
0x0602AD35,ShadowMapTexture2D
0xE2335B05,GethHub01_Diff
0x60D7BEC2,GethHub01_Msk3
0x03E552D7,GethHub01_Norm
0xB0A2109C,DirectionalMaxComponent1
0xA3C1DAC2,LightMapVector_Colour_0
0xF94123FE,LightMapVector_Colour_0
0xF313181A,LightMapVector_Dir_0
0x7FDC6D7C,LightMapVector_Dir_0
0x69ABF0C8,NormalizedAverageColor1
0xE71A248B,ShadowMapTexture2D
0x42F0161F,DirectionalMaxComponent0
0x229B4514,LightMapVector_Colour_0
0x2AAF0600,LightMapVector_Colour_0
0x618065A6,LightMapVector_Colour_0
0x8E13F82A,LightMapVector_Colour_0
0x40F83872,LightMapVector_Colour_0
0x3E91DB62,LightMapVector_Colour_0
0x615BFB51,LightMapVector_Colour_0
0x2455A32B,LightMapVector_Colour_0
0x3954C0FA,LightMapVector_Colour_0
0x281277E6,LightMapVector_Colour_0
0x8B598667,LightMapVector_Colour_0
0x0A5EF614,LightMapVector_Colour_0
0x66B83933,LightMapVector_Colour_0
0x5345A22E,LightMapVector_Colour_0
0x88230E5D,LightMapVector_Colour_0
0xD7ABDE65,LightMapVector_Colour_0
0xFEE3A2D8,LightMapVector_Colour_0
0xDC6BA3D4,LightMapVector_Colour_0
0x8FB16C1D,LightMapVector_Dir_0
0x3AC79B8E,LightMapVector_Dir_0
0x5CAEAD9B,LightMapVector_Dir_0
0xCDA990E1,LightMapVector_Dir_0
0xDA0B751A,LightMapVector_Dir_0
0xACDC53FD,LightMapVector_Dir_0
0x1BA936AF,LightMapVector_Dir_0
0x6E958D10,LightMapVector_Dir_0
0x5ABC4FE0,LightMapVector_Dir_0
0xE5C2A57E,LightMapVector_Dir_0
0x3DA9F1F7,LightMapVector_Dir_0
0x8FEFBD6C,LightMapVector_Dir_0
0xA7C26CAE,LightMapVector_Dir_0
0x600188A6,LightMapVector_Dir_0
0x19D13D43,LightMapVector_Dir_0
0x441492F8,LightMapVector_Dir_0
0xA1C16468,LightMapVector_Dir_0
0x27F8623F,LightMapVector_Dir_0
0xD330F8BE,NormalizedAverageColor0
0xDDAD1802,ShadowMapTexture2D
0x97AEEACD,DirectionalMaxComponent0
0xAB2FAED5,DirectionalMaxComponent0
0xA2FAA9A2,LightMapVector_Colour_0
0x89B17F82,LightMapVector_Colour_0
0xF4F5A3E3,LightMapVector_Colour_0
0x48239FFD,LightMapVector_Colour_0
0xA1D02071,LightMapVector_Colour_0
0xE036CB18,LightMapVector_Dir_0
0xD8133508,LightMapVector_Dir_0
0xDA36AFBD,LightMapVector_Dir_0
0xFBFD5804,LightMapVector_Dir_0
0x5A2CC3A6,LightMapVector_Dir_0
0x1DFA18E6,NormalizedAverageColor0
0x22EF6DEC,NormalizedAverageColor0
0x2717F134,ShadowMapTexture2D
0xEE0F089E,DirectionalMaxComponent0
0x201AF8F6,LightMapVector_Colour_0
0xE67D3769,LightMapVector_Colour_0
0x7CED1FDB,LightMapVector_Colour_0
0x1285DE3D,LightMapVector_Dir_0
0x93487D0B,LightMapVector_Dir_0
0xE3A4FA40,LightMapVector_Dir_0
0xE2CEC0E0,NormalizedAverageColor0
0xE26A97A6,ShadowMapTexture2D
0xB782D3AB,DirectionalMaxComponent0
0xD2D8A001,LightMapVector_Colour_0
0x7CFFC8B4,LightMapVector_Colour_0
0x8AA65426,LightMapVector_Colour_0
0x2DA18576,LightMapVector_Dir_0
0x606A92E4,LightMapVector_Dir_0
0xFF28CA16,LightMapVector_Dir_0
0x04A1936E,NormalizedAverageColor0
0x6F00257E,ShadowMapTexture2D
0xC75A9DCE,DirectionalMaxComponent1
0xBA1652E8,DirectionalMaxComponent1
0x7C45DCD6,DirectionalMaxComponent1
0xEA999542,LightMapVector_Colour_0
0x8106155C,LightMapVector_Colour_0
0x3E801ED1,LightMapVector_Colour_0
0x8C49D604,LightMapVector_Colour_0
0xDC175A1F,LightMapVector_Colour_0
0xD677597E,LightMapVector_Colour_0
0x1800825F,LightMapVector_Colour_0
0x5E062376,LightMapVector_Dir_0
0xF445B901,LightMapVector_Dir_0
0x89636D6D,LightMapVector_Dir_0
0xE9D2EDC0,LightMapVector_Dir_0
0xBB907ECF,LightMapVector_Dir_0
0x385BFB6A,LightMapVector_Dir_0
0xF743DF62,LightMapVector_Dir_0
0x6BC2A782,NormalizedAverageColor1
0xBACEA050,NormalizedAverageColor1
0x79B117E7,NormalizedAverageColor1
0xFF5A767C,ShadowMapTexture2D
0x6882AEB0,ShadowMapTexture2D
0x3FF82EEC,ShadowMapTexture2D
0x9700C2BB,GethArm01_Diff
0xE99B073E,GethArm01_Msk3
0x50143D77,GethArm01_Norm
0xCA4F591A,CubemapTemp_01
0x8CCA0E65,DirectionalMaxComponent0
0x815BF1AC,DirectionalMaxComponent0
0x58ECC089,LightMapVector_Colour_0
0x9165EFA1,LightMapVector_Colour_0
0xBB9AC7A3,LightMapVector_Colour_0
0xDF92897E,LightMapVector_Colour_0
0x17BD8F6B,LightMapVector_Colour_0
0x10B5CD4E,LightMapVector_Colour_0
0x9998F9E6,LightMapVector_Colour_0
0x5741AC1E,LightMapVector_Colour_0
0x5709BB3A,LightMapVector_Colour_0
0xF5D8A131,LightMapVector_Dir_0
0x0AB1E777,LightMapVector_Dir_0
0x53A06A5A,LightMapVector_Dir_0
0x7271F1AF,LightMapVector_Dir_0
0x0C5E2E3F,LightMapVector_Dir_0
0x0D604AE7,LightMapVector_Dir_0
0xC0CB5042,LightMapVector_Dir_0
0x03FA40AC,LightMapVector_Dir_0
0x80CECD47,LightMapVector_Dir_0
0xD7451DF3,NormalizedAverageColor0
0x4D60BB7B,NormalizedAverageColor0
0xFDED1642,ShadowMapTexture2D
0xDA22F4CA,ShadowMapTexture2D
0x739DDAC3,ShadowMapTexture2D
0x27E934EC,ShadowMapTexture2D
0x983E395E,ShadowMapTexture2D
0x56D89FFD,ShadowMapTexture2D
0xE2985BF5,GethFighterA_Diff
0xD98FD75A,GethFighterA_Diff_Cine
0x62C2A107,GethFighterA_Msk3
0x8141A13C,GethFighterA_Msk3_Cine
0x9DAD8739,GethFighterA_Norm
0xE2F7EB1D,GethFighterA_Norm_Cine
0x890FEAF2,LightMapVector_Colour_0
0x96B2FB28,LightMapVector_Colour_0
0x5C353D4B,LightMapVector_Colour_0
0xCA403BE0,LightMapVector_Colour_0
0x648260FC,LightMapVector_Colour_0
0xCF7B5396,LightMapVector_Colour_0
0xB38EA443,LightMapVector_Dir_0
0x134A5EFD,LightMapVector_Dir_0
0x1A52AFFC,LightMapVector_Dir_0
0x6CE4D2A2,LightMapVector_Dir_0
0x22571570,LightMapVector_Dir_0
0x3B99E7ED,LightMapVector_Dir_0
0x0DE1CEAF,GethDrdnt_Arms_Diff
0x02DA80CC,GethDrdnt_Arms_Norm
0x347DA46C,GethDrdnt_Arms_Spec
0x81ECC574,GethDrdnt_Body1_Diff
0x07EBDF58,GethDrdnt_Body1_Norm
0x5EE705DB,GethDrdnt_Body1_Spec
0xF9CF3C5D,GethDrdnt_Body2_Diff
0x65835818,GethDrdnt_Body2_Norm
0x2B12C17E,GethDrdnt_Body2_Spec
0xB0C76F6B,GethDrdnt_Head_Diff
0xDC902454,GethDrdnt_Head_Norm
0x7C289E0C,GethDrdnt_Head_Spec
0xB8203F34,DirectionalMaxComponent0
0xA65F46FF,DirectionalMaxComponent0
0xF027FEC4,DirectionalMaxComponent1
0x36D33505,LightMapVector_Colour_0
0x47AC0E7E,LightMapVector_Dir_0
0xCE7E665F,NormalizedAverageColor0
0x877582EF,NormalizedAverageColor0
0x82B86A51,NormalizedAverageColor1
0xBBA67ACF,CubemapFace0
0xCE5EDFFF,CubemapFace1
0x62074AF6,CubemapFace2
0x9726AC61,CubemapFace3
0x182369DF,CubemapFace4
0x373F6D63,CubemapFace5
0xB16E6FFB,WPN_ASLh_Diff_Stack
0x754931A7,WPN_ASLh_Norm_Stack
0x90550B6A,WPN_ASLh_Spec_Stack
0xBCC9FB1A,WPN_ASLh_Tint
0x43D52522,WPN_HVYd_Diff
0xE20D4A50,WPN_HVYd_Norm
0x2F6D6CDC,WPN_HVYd_Spec
0x64828941,SpitFire_Muzzle_01
0xBE8563D1,RealFire_FB_BlueFireGout_Grey
0xF7966692,Can_Missile_Diff
0xAAF877B9,BioticEnergy
0x3CA63BB3,Muzzle_01_Geth
0x395742AF,WpnReticleHeavy_G0
0x6D4AE245,WpnReticleHeavy_G1
0xAF67CBB6,WpnReticleHeavy_G2
0x65DAF1A7,WpnReticleHeavy_G3
0x5056621E,WpnReticleHeavy_I1
0xF4A97DF1,WpnReticleHeavy_I3
0xA2610F75,DirectionalMaxComponent0
0x3F248397,DirectionalMaxComponent0
0x066DC6A9,DirectionalMaxComponent0
0x2DB79395,DirectionalMaxComponent0
0xB7DA9613,DirectionalMaxComponent0
0xE8D3D4C7,DirectionalMaxComponent0
0x7387EE9B,DirectionalMaxComponent0
0xA97CF858,DirectionalMaxComponent0
0x97A073D4,DirectionalMaxComponent0
0x551893A7,DirectionalMaxComponent0
0x35A08B0B,DirectionalMaxComponent0
0x15D6C4C0,DirectionalMaxComponent0
0x372872D3,DirectionalMaxComponent0
0xCE50AFDD,DirectionalMaxComponent0
0xBF19379F,DirectionalMaxComponent0
0x4DAAE2E0,DirectionalMaxComponent0
0x85CDAAC0,DirectionalMaxComponent0
0x17CCEDBC,DirectionalMaxComponent0
0x01A3040A,DirectionalMaxComponent0
0x286A6D3A,DirectionalMaxComponent0
0xAE2704F8,DirectionalMaxComponent0
0x55695E95,DirectionalMaxComponent0
0x3402B805,DirectionalMaxComponent0
0x2489AC7E,DirectionalMaxComponent0
0x07D643D6,DirectionalMaxComponent0
0x2D24625F,DirectionalMaxComponent0
0xD8FF9A67,DirectionalMaxComponent0
0xF9EC5D81,DirectionalMaxComponent1
0x8A836770,DirectionalMaxComponent1
0x041DBE66,DirectionalMaxComponent1
0x9F77EC68,DirectionalMaxComponent1
0x49FF36CF,DirectionalMaxComponent1
0x4C2327B4,DirectionalMaxComponent1
0x6EC20E89,LightMapVector_Colour_0
0xC6406F5A,LightMapVector_Colour_0
0xDB604B65,LightMapVector_Colour_0
0xDF7BB5CF,LightMapVector_Dir_0
0x542DFABF,LightMapVector_Dir_0
0x5ADFD624,LightMapVector_Dir_0
0x1FAC8A5D,NormalizedAverageColor0
0x32C0AE95,NormalizedAverageColor0
0xA6223797,NormalizedAverageColor0
0x7588C5A1,NormalizedAverageColor0
0xE6EAFFC8,NormalizedAverageColor0
0x7854F8BA,NormalizedAverageColor0
0x93F50665,NormalizedAverageColor0
0x79444AFA,NormalizedAverageColor0
0x261E103C,NormalizedAverageColor0
0x7D1B1E6D,NormalizedAverageColor0
0xE5D833E8,NormalizedAverageColor0
0x5F374505,NormalizedAverageColor0
0xA73C7152,NormalizedAverageColor0
0x581AF86E,NormalizedAverageColor0
0x461FF50F,NormalizedAverageColor0
0xFE98B2CB,NormalizedAverageColor0
0x7F025516,NormalizedAverageColor0
0xE8C44C31,NormalizedAverageColor0
0xEB2BE101,NormalizedAverageColor0
0x5C68707A,NormalizedAverageColor0
0xC346AE18,NormalizedAverageColor0
0x7F84E180,NormalizedAverageColor0
0xE031FD99,NormalizedAverageColor0
0xBD9E881E,NormalizedAverageColor0
0x9E0697F7,NormalizedAverageColor0
0x4E8CBD8E,NormalizedAverageColor0
0x983DDFD3,NormalizedAverageColor0
0x42FC0473,NormalizedAverageColor1
0x843B256D,NormalizedAverageColor1
0xC8732E5D,NormalizedAverageColor1
0xE7E6409B,NormalizedAverageColor1
0x918769C7,NormalizedAverageColor1
0x672AD926,NormalizedAverageColor1
0xB0E09C6F,ShadowMapTexture2D
0x719B888B,ShadowMapTexture2D
0x65A39E0F,ShadowMapTexture2D
0x43D10FBB,ShadowMapTexture2D
